"id","host_id","host_response_rate","host_is_superhost","property_type","host_identity_verified","neighbourhood_cleansed","instant_bookable","cancellation_policy","accommodates","bathrooms","bedrooms","beds","price"
30938167,95217850,0.91,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",5,2,2,2,160
5347437,27713683,1,"f","Apartment","t","Downtown","t","strict_14_with_grace_period",3,1,2,2,199
36579279,260623045,1,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",8,1,3,4,298
26787454,200064485,1,"f","House","f","Renfrew-Collingwood","t","moderate",2,1,1,1,86
37538872,261785884,1,"f","House","t","Riley Park","t","strict_14_with_grace_period",12,3.5,4,6,2001
39340247,47522014,1,"f","House","f","Arbutus Ridge","f","flexible",2,1,1,1,81
20886763,80371215,1,"f","Apartment","f","Downtown Eastside","f","flexible",2,1,1,1,128
24738337,34793582,1,"f","House","f","Mount Pleasant","f","moderate",6,1,2,2,325
23149936,34142007,1,"t","House","t","Riley Park","f","strict_14_with_grace_period",2,1,1,1,75
34846192,261261998,1,"f","House","t","Riley Park","t","strict_14_with_grace_period",8,2.5,3,4,280
2672380,13682119,1,"f","House","f","Dunbar Southlands","f","strict_14_with_grace_period",5,2,4,4,246
35415445,100706442,1,"t","Condominium","t","Downtown","f","strict_14_with_grace_period",4,1,1,2,38
28908825,12084581,0.9,"t","House","f","Kitsilano","f","moderate",2,1,1,1,59
37950952,17023917,1,"f","Apartment","t","Kitsilano","t","strict_14_with_grace_period",3,1,0,2,57
13035303,72061037,1,"f","Townhouse","f","Kensington-Cedar Cottage","f","strict_14_with_grace_period",2,1.5,1,1,48
36490192,60446739,1,"t","Guest suite","f","Hastings-Sunrise","f","flexible",2,1,0,1,96
29688902,223370239,1,"t","House","t","Sunset","f","strict_14_with_grace_period",2,1,1,1,50
7143428,29279136,NA,"f","House","t","Downtown Eastside","f","strict_14_with_grace_period",6,1.5,2,4,395
33743441,2974008,1,"t","Apartment","f","Mount Pleasant","f","strict_14_with_grace_period",4,1,1,2,275
30342646,19059944,1,"t","Apartment","t","West End","f","strict_14_with_grace_period",2,1,1,1,151
39823091,244454193,1,"f","Guest suite","f","Kerrisdale","t","flexible",4,1,2,2,119
39107662,62773621,1,"f","House","f","Hastings-Sunrise","f","flexible",2,1,1,1,40
27759917,40804673,NA,"f","House","f","Riley Park","f","flexible",1,1,1,1,30
33195011,77791451,0.75,"f","House","f","Arbutus Ridge","t","strict_14_with_grace_period",8,2,4,4,135
38753410,296363088,1,"f","House","f","Dunbar Southlands","t","flexible",3,1,1,2,99
38646134,20083641,1,"t","Condominium","f","Downtown","f","strict_14_with_grace_period",2,1,1,1,73
2709965,13868691,0.93,"f","House","t","Kensington-Cedar Cottage","t","strict_14_with_grace_period",2,1,1,1,75
28876782,217703088,0,"f","Apartment","f","Marpole","t","flexible",1,1,0,1,110
33091051,249048509,1,"f","Guest suite","f","Fairview","t","strict_14_with_grace_period",4,1,1,2,99
36701525,263103645,1,"t","Condominium","f","Downtown","t","strict_14_with_grace_period",6,2,2,3,320
21935365,50668496,1,"f","House","t","Kensington-Cedar Cottage","t","flexible",2,1,1,1,40
8520011,10298057,NA,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,100
28386926,204648517,NA,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",4,2,2,2,199
38679230,295569294,1,"f","Apartment","f","Downtown","t","flexible",5,2.5,2,2,250
39065793,291488473,0.95,"f","Apartment","f","Downtown","t","moderate",4,1,1,2,149
13263762,58950831,1,"t","Apartment","t","Mount Pleasant","f","moderate",2,1,0,1,95
34153395,141222766,1,"t","Apartment","t","Kitsilano","t","strict_14_with_grace_period",3,2,2,2,151
39512935,6894333,1,"f","Condominium","f","Downtown","t","moderate",2,1,0,1,120
37965204,240199740,0.74,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",10,2,2,4,298
15084564,95455175,1,"t","Guest suite","t","Kitsilano","t","strict_14_with_grace_period",4,1,2,2,110
38195284,49838111,0.9,"f","Condominium","f","Kitsilano","f","strict_14_with_grace_period",3,2,2,2,110
23856693,78927738,1,"f","House","t","Riley Park","t","moderate",4,2,2,2,100
14535292,74168621,NA,"f","Townhouse","f","Kensington-Cedar Cottage","t","moderate",4,1.5,2,2,125
31450096,235596458,0.9,"t","Apartment","f","Hastings-Sunrise","t","moderate",4,1,2,2,100
17110544,113812826,1,"t","House","f","Renfrew-Collingwood","f","strict_14_with_grace_period",6,1,3,2,342
15455452,3308468,1,"t","Townhouse","f","Kitsilano","f","moderate",4,2,2,2,325
32861523,207335304,NA,"f","Apartment","f","West End","t","moderate",5,1,2,3,240
14285328,87187231,NA,"f","Apartment","f","Downtown","f","strict_14_with_grace_period",3,1,1,2,180
37528997,283413607,1,"f","House","f","Renfrew-Collingwood","t","moderate",6,1,2,2,199
38800698,70959124,0.9,"f","Condominium","t","West End","t","strict_14_with_grace_period",4,2,2,2,151
37916012,285402281,1,"f","House","f","Dunbar Southlands","t","strict_14_with_grace_period",2,1,1,1,65
14264791,68010340,1,"f","House","f","Riley Park","t","strict_14_with_grace_period",2,1.5,1,0,59
22363079,163521714,1,"f","House","f","Grandview-Woodland","t","strict_14_with_grace_period",2,1.5,1,1,81
23834095,178801067,1,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,149
3133244,15910486,NA,"f","Condominium","t","West End","t","moderate",1,1,1,0,78
20888009,130193056,1,"f","House","f","Killarney","t","strict_14_with_grace_period",2,1,1,1,55
35550344,267483268,1,"f","Condominium","t","West End","t","strict_14_with_grace_period",5,2,2,2,450
19470851,12192093,NA,"f","House","f","Dunbar Southlands","t","moderate",6,2.5,3,4,259
35797934,11022532,0.89,"t","House","f","Kensington-Cedar Cottage","f","flexible",2,1,1,1,59
35157060,264774694,1,"f","Loft","f","Downtown Eastside","f","moderate",4,1,2,2,224
39778322,287917934,1,"f","House","f","Victoria-Fraserview","t","flexible",1,2,1,1,30
7774123,40895089,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",3,1,1,2,168
38622264,154502782,1,"f","Loft","f","Downtown","f","strict_14_with_grace_period",2,1,1,1,110
14634633,32878648,1,"t","House","t","Renfrew-Collingwood","t","strict_14_with_grace_period",1,1,1,1,30
34095619,13131678,1,"f","Townhouse","f","Downtown","f","moderate",5,1.5,3,3,400
37861631,286763374,1,"f","House","t","Oakridge","t","moderate",6,1,3,3,257
14851293,78932005,1,"t","House","t","Downtown Eastside","t","strict_14_with_grace_period",2,1,1,1,73
7438069,21853131,1,"t","House","f","Riley Park","f","strict_14_with_grace_period",10,2.5,4,4,199
16221349,4292086,1,"t","Apartment","t","Downtown Eastside","f","strict_14_with_grace_period",2,1,1,1,176
507767,2502595,1,"f","Serviced apartment","f","Downtown","f","moderate",4,1,1,0,230
14936241,93951551,1,"t","House","t","Kitsilano","f","strict_14_with_grace_period",6,2,2,2,294
6021380,31208324,1,"t","Condominium","t","Downtown Eastside","f","strict_14_with_grace_period",4,2,2,2,265
12548227,44308433,1,"t","Condominium","f","West End","f","strict_14_with_grace_period",4,2,2,2,250
33243843,250279503,NA,"f","House","f","Oakridge","t","flexible",2,0.5,2,3,206
24493204,89035809,0.9,"t","Loft","f","Downtown","f","strict_14_with_grace_period",3,1,2,2,169
7248669,14696171,1,"t","House","f","Hastings-Sunrise","f","strict_14_with_grace_period",3,1,1,2,169
28228002,177934008,1,"t","Apartment","f","Mount Pleasant","t","flexible",3,1,1,2,120
18721585,130060748,0.97,"f","House","t","Sunset","t","moderate",6,1,2,2,129
38356284,95149040,1,"t","Apartment","f","West End","t","strict_14_with_grace_period",4,2,2,2,298
16214132,4007710,1,"f","Apartment","t","Dunbar Southlands","f","strict_14_with_grace_period",2,1,2,2,99
29011621,209753119,1,"t","House","f","Shaughnessy","t","flexible",2,1,1,1,170
17994715,23977001,1,"t","Condominium","t","Downtown","f","strict_14_with_grace_period",2,1,0,1,120
15439018,6115006,1,"t","Apartment","t","Mount Pleasant","f","moderate",2,1,1,1,81
26405239,198562074,NA,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,217
38629135,67090351,1,"f","House","t","Dunbar Southlands","t","flexible",2,1.5,1,1,81
24206329,75487249,1,"t","Condominium","f","Downtown","t","strict_14_with_grace_period",4,2,2,2,176
19638319,77126464,NA,"f","Guesthouse","f","Riley Park","f","moderate",4,1,2,2,151
39947700,307935007,NA,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",6,2,2,3,298
31515641,40973483,1,"f","Apartment","f","Victoria-Fraserview","t","moderate",2,1,1,1,41
33962306,256080027,0.9,"f","Guest suite","f","Hastings-Sunrise","t","strict_14_with_grace_period",2,1,1,1,75
36112319,271096826,1,"f","House","f","Killarney","t","flexible",1,2,3,1,65
13285299,74456980,NA,"f","House","f","Renfrew-Collingwood","f","moderate",2,1,1,1,100
17282580,57153336,1,"f","Loft","f","Downtown Eastside","t","strict_14_with_grace_period",4,1,1,2,99
25426461,58121434,NA,"f","Apartment","f","Downtown","f","moderate",2,1,1,1,151
39636440,72940433,1,"f","Apartment","f","Downtown","t","flexible",3,1,1,2,180
23616622,103792072,NA,"f","House","f","Kitsilano","t","strict_14_with_grace_period",10,3,4,5,615
3811719,600607,1,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,88
18688810,45334693,1,"t","Condominium","f","South Cambie","f","strict_14_with_grace_period",3,1,1,1,81
18914357,31635801,1,"t","Apartment","t","Downtown","f","moderate",4,2,2,3,250
33683081,250735581,1,"t","House","f","Renfrew-Collingwood","t","strict_14_with_grace_period",1,1,1,1,36
37400587,281941199,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",4,1,2,2,151
24088415,129513006,1,"f","House","f","Oakridge","t","strict_14_with_grace_period",4,1.5,2,2,140
39173733,5523133,1,"f","Guest suite","t","Kensington-Cedar Cottage","t","moderate",2,1,1,1,55
35198788,90704424,1,"t","House","t","Hastings-Sunrise","t","flexible",2,1,1,1,100
32257227,242094816,1,"t","Condominium","f","Downtown","f","strict_14_with_grace_period",4,1,1,3,168
28563877,215576787,1,"t","House","f","Renfrew-Collingwood","t","strict_14_with_grace_period",10,4,5,5,298
33915752,256126661,0.9,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",6,2,3,3,659
32913876,238308886,1,"f","Serviced apartment","f","West End","t","flexible",2,1,0,1,135
784153,3211112,1,"t","Guest suite","f","Kitsilano","t","strict_14_with_grace_period",2,1,1,2,66
16440042,38459934,0.92,"f","Serviced apartment","f","Downtown","f","moderate",2,1,1,1,129
9906043,1311952,1,"f","Condominium","f","Mount Pleasant","t","strict_14_with_grace_period",2,1,1,1,78
24830620,187709716,1,"f","Condominium","f","West End","t","flexible",4,1,2,2,250
34075697,80616321,1,"t","House","f","Riley Park","f","strict_14_with_grace_period",1,1,1,1,67
24809164,1741913,1,"f","Bungalow","t","Hastings-Sunrise","t","strict_14_with_grace_period",4,1,1,2,70
29212199,57114867,NA,"f","Condominium","f","Fairview","f","strict_14_with_grace_period",2,1,1,1,160
26259104,6860963,NA,"f","House","f","Grandview-Woodland","f","strict_14_with_grace_period",5,1,2,2,221
31295971,48291360,NA,"f","Townhouse","t","Marpole","f","moderate",1,1.5,1,1,50
28333090,48014148,1,"t","Condominium","t","Downtown Eastside","t","strict_14_with_grace_period",8,2,3,5,298
19953194,7774356,1,"t","House","f","Kensington-Cedar Cottage","f","moderate",4,1,2,2,125
39488033,224096197,1,"t","House","f","Grandview-Woodland","f","flexible",2,2,1,1,55
37742999,282920904,1,"f","Apartment","f","West End","t","strict_14_with_grace_period",2,1,1,1,199
36419226,21028135,1,"f","Bungalow","f","Mount Pleasant","t","strict_14_with_grace_period",4,1,1,2,180
24020881,44266561,0.9,"t","Apartment","t","Mount Pleasant","f","flexible",2,1,1,1,110
38544864,287917934,1,"f","House","f","Victoria-Fraserview","t","strict_14_with_grace_period",2,2,1,1,36
2570965,19916,1,"t","Guest suite","f","Dunbar Southlands","t","moderate",2,1,1,1,85
38414312,292731501,0.7,"f","House","t","West Point Grey","t","flexible",6,2.5,3,3,500
37599734,200066915,1,"f","House","f","Dunbar Southlands","f","moderate",1,1,1,1,128
36630011,274834642,1,"f","House","f","Kerrisdale","t","strict_14_with_grace_period",2,1,1,1,59
13065799,30241578,NA,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,0,1,176
24159049,182060662,1,"f","House","f","Grandview-Woodland","t","flexible",3,1,2,2,50
39868164,77910718,1,"t","Townhouse","t","Marpole","t","flexible",7,2.5,3,3,300
11355778,2777263,1,"t","House","t","Grandview-Woodland","f","flexible",4,1,1,1,75
35040511,263963234,1,"f","Condominium","t","Renfrew-Collingwood","f","strict_14_with_grace_period",4,2,2,2,288
39722085,294184631,1,"f","Apartment","t","Downtown","t","moderate",5,2,2,2,246
27613727,41425806,1,"t","House","f","Riley Park","f","flexible",2,1,1,1,40
37948851,120990849,1,"f","Guesthouse","f","Victoria-Fraserview","t","flexible",2,1,1,1,45
12934598,70791516,1,"t","House","t","Kitsilano","f","strict_14_with_grace_period",6,2.5,3,5,147
37970556,240199740,0.74,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",6,1,1,4,165
2728122,162896,1,"t","Apartment","t","Kitsilano","f","strict_14_with_grace_period",2,1,1,1,99
17072359,988889,0.8,"f","House","t","Hastings-Sunrise","t","strict_14_with_grace_period",4,1,2,2,199
27268055,119548344,1,"t","House","t","Kensington-Cedar Cottage","f","moderate",2,1,1,1,70
2183209,11132986,1,"t","Apartment","t","Kitsilano","t","moderate",2,1,1,1,210
31743265,228026518,0.85,"f","Apartment","f","Downtown","f","flexible",2,1,0,1,99
22675849,167103068,1,"t","House","f","Grandview-Woodland","f","moderate",3,1,2,2,154
36356456,273406478,1,"t","Guest suite","f","Grandview-Woodland","f","moderate",2,1,1,2,176
33557697,67993397,NA,"f","Condominium","f","Downtown Eastside","f","flexible",3,1,1,1,90
23822741,10047608,0.93,"f","House","t","West End","f","moderate",2,1,1,1,88
19085886,51620742,1,"f","Apartment","t","Fairview","f","strict_14_with_grace_period",3,1,1,1,94
29309630,202576847,1,"t","Guest suite","f","Riley Park","f","flexible",4,1,1,2,120
8647934,40724263,NA,"f","House","f","Kitsilano","f","strict_14_with_grace_period",11,3,5,6,625
4679955,14254168,1,"f","Other","f","Kitsilano","f","strict_14_with_grace_period",8,1.5,3,3,250
34655729,261462747,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",8,2,2,3,301
38878543,238095145,1,"t","House","f","Renfrew-Collingwood","f","flexible",2,1,1,2,50
39207207,55993789,0.8,"f","Guest suite","t","Mount Pleasant","t","moderate",6,2,3,3,170
958090,1200456,1,"t","Apartment","f","Downtown","f","strict_14_with_grace_period",4,1,NA,2,526
37359137,249961308,1,"f","Guest suite","f","Arbutus Ridge","t","moderate",3,1,1,1,129
26038153,24165782,NA,"f","Condominium","t","Mount Pleasant","f","moderate",6,2,2,2,199
36675114,275662697,1,"f","House","f","West Point Grey","t","strict_14_with_grace_period",1,1,1,1,88
24105549,111469368,1,"t","Guest suite","f","West Point Grey","f","moderate",2,1,1,1,135
38622153,294435418,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,120
13773799,79753105,1,"t","Apartment","f","Downtown","f","moderate",2,1,1,1,250
27508852,72817495,0.8,"f","House","t","Victoria-Fraserview","f","strict_14_with_grace_period",6,1,3,3,190
38618232,9348132,1,"f","Condominium","t","Downtown Eastside","f","moderate",2,1,1,1,110
36666653,55956863,1,"f","Guest suite","t","Kitsilano","f","strict_14_with_grace_period",2,1,1,1,250
11203049,16713896,1,"t","Townhouse","t","Fairview","t","moderate",2,1,1,1,75
19144132,42917524,1,"t","Condominium","t","Downtown","t","strict_14_with_grace_period",2,1,0,1,129
38262755,272345960,1,"f","House","f","Arbutus Ridge","t","strict_14_with_grace_period",2,1.5,1,1,88
35885588,269391662,1,"f","House","f","Marpole","t","strict_14_with_grace_period",2,1,1,1,69
37749937,198002905,1,"f","Townhouse","t","Renfrew-Collingwood","t","moderate",2,1,1,1,88
39248911,1129727,0.96,"f","Condominium","f","South Cambie","f","strict_14_with_grace_period",1,1,1,2,30
39228808,9537622,1,"f","Guest suite","t","Grandview-Woodland","f","flexible",3,1,1,2,125
35438158,264354895,1,"f","House","f","West Point Grey","f","strict_14_with_grace_period",4,1.5,2,2,160
32402036,243167439,0,"f","House","f","Oakridge","t","moderate",2,1,1,1,154
37749121,66507029,0.99,"f","House","t","Kitsilano","t","strict_14_with_grace_period",1,1,1,1,69
27330078,205937107,NA,"f","House","f","Kensington-Cedar Cottage","t","flexible",2,2,1,1,140
11638140,55967577,1,"t","House","f","Kitsilano","t","moderate",6,2,3,3,380
13291492,74821793,1,"f","Apartment","f","West End","f","strict_14_with_grace_period",2,1,1,2,298
27050401,22989740,1,"f","Apartment","t","Kitsilano","t","moderate",1,1.5,0,1,96
26501281,199097669,1,"t","Apartment","t","Downtown","t","strict_14_with_grace_period",6,1,2,3,145
32842155,247062921,1,"f","House","f","Dunbar Southlands","t","moderate",2,1,1,1,79
4856515,24738659,0.7,"f","Apartment","t","Riley Park","f","strict_14_with_grace_period",2,1,1,1,67
29258139,218820439,1,"t","Guest suite","f","South Cambie","t","moderate",2,1,1,1,40
31712791,7260808,0,"f","Townhouse","f","Fairview","f","strict_14_with_grace_period",5,2.5,2,3,600
15868021,63891820,1,"f","Apartment","t","Mount Pleasant","f","strict_14_with_grace_period",3,1,1,1,115
36518629,44894446,1,"f","Loft","f","Downtown Eastside","t","strict_14_with_grace_period",3,1,1,2,199
35884667,269391662,1,"f","House","f","Marpole","t","strict_14_with_grace_period",2,1,1,1,79
26891140,111102059,1,"f","Camper/RV","f","Kitsilano","f","flexible",3,0,0,2,88
39251095,456543,1,"f","Guest suite","t","Kensington-Cedar Cottage","t","flexible",4,1,2,2,115
19831337,4134885,NA,"f","House","t","Hastings-Sunrise","f","moderate",6,1,2,3,160
28785104,42886229,NA,"f","Apartment","t","Downtown","f","flexible",1,1,1,1,170
36212090,53171794,1,"t","Guest suite","t","Renfrew-Collingwood","f","moderate",2,1,1,1,88
27763818,262819,0.9,"f","Apartment","t","Grandview-Woodland","t","flexible",4,1,1,2,199
20443265,326082,1,"f","House","t","West End","f","moderate",2,1,1,1,100
32961426,248060921,1,"f","House","f","Killarney","f","strict_14_with_grace_period",11,2,4,5,176
37198651,259831337,NA,"f","Apartment","f","Downtown","t","flexible",1,1,1,1,59
34012904,223896599,1,"f","Villa","f","Arbutus Ridge","t","moderate",3,1,1,2,66
21549657,37417167,1,"t","Condominium","t","Downtown","f","strict_14_with_grace_period",4,2,2,2,199
32044559,240255045,NA,"f","Guest suite","f","Mount Pleasant","t","strict_14_with_grace_period",4,1,2,2,120
33079335,1696321,NA,"t","Guest suite","t","Kitsilano","t","strict_14_with_grace_period",6,2,3,3,151
16406292,88118898,NA,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",4,2,2,2,339
22032043,160895495,1,"f","Guest suite","f","Kitsilano","t","strict_14_with_grace_period",4,1,2,2,224
29498778,222159384,1,"f","Apartment","f","Renfrew-Collingwood","t","strict_14_with_grace_period",1,1,1,1,70
27630861,1456236,1,"t","House","f","Oakridge","f","strict_14_with_grace_period",2,2.5,1,1,51
23960634,11851365,1,"t","House","t","Arbutus Ridge","t","strict_14_with_grace_period",3,1.5,1,1,75
27753261,209533777,NA,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",4,2,2,2,250
15329853,36840363,1,"t","House","t","Renfrew-Collingwood","f","moderate",4,1,2,2,149
29762681,25074817,0.97,"f","House","f","West End","t","moderate",1,1,1,1,400
35722052,267952413,1,"t","Guest suite","f","Kensington-Cedar Cottage","t","strict_14_with_grace_period",5,1,2,3,151
33378813,49806753,1,"t","House","f","Marpole","t","moderate",13,4,5,7,380
8758387,45929065,1,"f","Condominium","f","Fairview","f","strict_14_with_grace_period",4,2,1,1,139
36839202,276743614,1,"f","House","f","Arbutus Ridge","f","strict_14_with_grace_period",3,1,1,1,100
5807056,23629057,1,"t","Condominium","f","West End","f","strict_14_with_grace_period",7,1,1,1,190
18733868,126456251,1,"t","House","t","Riley Park","f","strict_14_with_grace_period",1,1,1,1,45
19931966,134758907,1,"f","Condominium","t","Downtown","t","strict_14_with_grace_period",3,1,1,2,246
33740356,254334555,0.88,"f","Hotel","f","Downtown","f","strict_14_with_grace_period",2,1,0,1,70
39588544,126456251,1,"t","House","t","Riley Park","f","strict_14_with_grace_period",1,1,1,1,55
16807951,8533620,1,"f","House","f","Kitsilano","f","strict_14_with_grace_period",6,2,3,4,248
2502137,7110433,1,"f","Guest suite","t","Mount Pleasant","t","strict_14_with_grace_period",2,1,1,1,120
19752991,74456980,NA,"f","House","f","Renfrew-Collingwood","f","moderate",2,1,1,1,59
35267294,5348842,1,"f","House","t","Hastings-Sunrise","f","moderate",4,2,3,6,194
36308383,245847291,1,"t","Apartment","f","Marpole","f","flexible",4,2,2,2,140
28382347,214197966,1,"f","House","t","Sunset","t","strict_14_with_grace_period",2,1,1,1,65
170137,381497,1,"t","House","t","Dunbar Southlands","f","strict_14_with_grace_period",6,2,3,3,176
8629414,45173875,1,"t","House","f","Kitsilano","f","strict_14_with_grace_period",2,1,2,3,250
23563575,10047608,0.93,"f","House","t","West End","f","moderate",2,1,1,1,88
17928928,50774137,1,"f","Apartment","t","Kitsilano","f","moderate",5,1,2,2,158
34805593,31832267,0.9,"f","House","f","Arbutus Ridge","f","flexible",4,1,2,2,250
36277284,144656051,1,"f","Guest suite","f","Riley Park","t","flexible",4,1,2,2,110
32703475,172935704,1,"f","Apartment","f","West End","f","strict_14_with_grace_period",2,1,1,1,75
27317192,383369,1,"t","Guest suite","f","Riley Park","t","moderate",4,1,2,3,100
22533603,3092935,1,"t","Apartment","t","West End","f","strict_14_with_grace_period",2,1,1,1,120
35423051,187763475,1,"f","Condominium","t","Dunbar Southlands","f","flexible",1,1,1,1,51
25346154,191396742,NA,"f","Condominium","f","Downtown","t","flexible",3,2,2,2,240
39952391,287607431,1,"f","Condominium","f","Downtown","f","flexible",2,1,1,2,400
38857049,41546711,1,"f","House","t","West Point Grey","t","strict_14_with_grace_period",1,1,1,0,30
25905492,129044577,1,"f","House","f","Marpole","t","flexible",3,1,0,2,151
14167369,8979425,1,"t","House","f","Grandview-Woodland","t","strict_14_with_grace_period",2,1.5,1,1,103
36427653,273890036,1,"t","Apartment","f","Fairview","t","strict_14_with_grace_period",2,1,1,1,176
35004851,263720141,1,"f","Condominium","f","Kitsilano","t","strict_14_with_grace_period",3,1,1,2,250
36812705,274877522,1,"t","Condominium","f","Downtown","t","strict_14_with_grace_period",8,1,2,4,269
35239463,136641767,1,"f","House","f","Renfrew-Collingwood","t","strict_14_with_grace_period",2,1,1,1,88
1850984,1007186,NA,"f","Apartment","f","Mount Pleasant","f","strict_14_with_grace_period",4,1,2,2,280
18446086,2582774,1,"f","House","f","Renfrew-Collingwood","f","strict_14_with_grace_period",6,1.5,3,3,169
15160387,600607,1,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,94
20215396,14336814,0.9,"f","Apartment","t","Riley Park","f","strict_14_with_grace_period",4,1,2,2,133
25515060,34000463,1,"t","Guesthouse","f","Grandview-Woodland","f","strict_14_with_grace_period",2,1,0,2,120
22903375,139891966,1,"f","Condominium","f","Fairview","f","flexible",4,2,2,2,110
36652237,182736693,1,"t","House","f","Marpole","t","flexible",2,1,1,1,82
11317795,31685027,1,"f","Apartment","f","Kitsilano","f","strict_14_with_grace_period",1,3.5,1,1,37
17256037,102554136,1,"f","Apartment","t","West End","f","strict_14_with_grace_period",4,2.5,2,2,327
36184870,191022159,1,"t","Apartment","f","Grandview-Woodland","t","strict_14_with_grace_period",4,1,1,1,120
39333077,258987043,1,"t","Condominium","f","Downtown Eastside","t","strict_14_with_grace_period",5,2,2,3,186
27833919,12009301,1,"t","Condominium","t","Strathcona","f","moderate",3,1,1,1,115
29679599,23464543,1,"t","Apartment","t","Mount Pleasant","t","strict_14_with_grace_period",11,2,4,6,350
25299135,188627180,1,"t","House","f","Victoria-Fraserview","t","strict_14_with_grace_period",6,1.5,3,4,300
37685719,123647873,1,"f","House","t","Marpole","t","moderate",2,1,1,1,73
34002379,91145082,1,"t","Condominium","f","Marpole","t","strict_14_with_grace_period",4,2,2,2,250
32728635,81989921,1,"t","Condominium","f","Downtown","t","flexible",3,1,1,1,400
25970103,96599831,1,"t","Apartment","f","Downtown","t","flexible",1,1,1,1,67
14741933,52979776,1,"t","Townhouse","f","Downtown","f","strict_14_with_grace_period",5,2,3,3,462
18010575,123820337,1,"f","Apartment","f","Downtown","t","moderate",7,1,2,4,188
416453,1318151,1,"f","Apartment","t","Downtown Eastside","t","moderate",3,1,1,0,149
7940465,41877315,0.33,"f","House","f","Grandview-Woodland","f","strict_14_with_grace_period",4,1,1,2,100
32571178,226880937,1,"f","House","f","Dunbar Southlands","f","flexible",2,1,1,1,160
39178814,300625230,0.88,"f","Townhouse","f","Downtown","t","strict_14_with_grace_period",6,2.5,2,2,298
12391067,21783759,1,"t","Condominium","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,110
39879604,307109108,NA,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",3,1,1,1,199
39084679,256457783,1,"f","Aparthotel","f","Downtown","f","strict_14_with_grace_period",4,2,2,3,450
27367564,206242516,1,"t","Townhouse","f","West End","f","strict_14_with_grace_period",5,2,2,2,129
11681056,14046955,1,"t","Condominium","t","Kitsilano","f","strict_14_with_grace_period",4,1.5,1,0,199
28718335,173401137,1,"t","Guest suite","f","Dunbar Southlands","t","flexible",2,1,1,1,151
35330065,25660647,NA,"f","Condominium","f","Kitsilano","t","flexible",2,1,1,1,125
3887660,20109712,NA,"f","Guest suite","t","Kitsilano","f","strict_14_with_grace_period",4,1,2,3,176
25234314,190660769,1,"t","Apartment","f","Downtown","f","strict_14_with_grace_period",3,1,1,2,140
37746138,254639639,0.5,"f","Condominium","f","Mount Pleasant","f","strict_14_with_grace_period",2,1,1,1,59
39615039,167395630,1,"f","House","f","Riley Park","t","moderate",2,1.5,1,0,59
25102944,35833081,1,"t","Guest suite","f","Kensington-Cedar Cottage","f","strict_14_with_grace_period",2,1,1,1,110
33875095,68584515,1,"t","Condominium","f","West End","f","strict_14_with_grace_period",4,1,1,2,50
6226872,17386999,0.83,"t","Guest suite","t","Hastings-Sunrise","f","strict_14_with_grace_period",2,1,1,1,54
18019961,6120439,NA,"t","Townhouse","t","Kensington-Cedar Cottage","f","strict_14_with_grace_period",7,2.5,3,4,300
21697441,16550077,1,"t","Condominium","t","Downtown","f","strict_14_with_grace_period",5,2,3,3,320
16311578,10855631,1,"f","Loft","t","Downtown","t","strict_14_with_grace_period",4,2,2,2,479
22983449,26962792,NA,"f","House","t","Riley Park","t","moderate",4,1,2,3,199
15984597,21744071,1,"t","Condominium","t","Mount Pleasant","f","strict_14_with_grace_period",4,1,1,2,300
38287905,167002297,0.6,"f","House","f","South Cambie","f","flexible",2,1.5,1,1,120
1620084,8618932,NA,"f","Guest suite","t","Kensington-Cedar Cottage","f","strict_14_with_grace_period",2,1,1,1,59
9189054,3842332,1,"f","House","f","Kitsilano","f","moderate",4,1,2,2,100
37573707,38838841,1,"t","Loft","f","Downtown","t","strict_14_with_grace_period",3,1,1,1,129
12815958,69754890,0.9,"f","Apartment","t","Marpole","t","strict_14_with_grace_period",4,1,1,2,115
26323484,75039250,NA,"f","Condominium","f","Downtown Eastside","t","moderate",2,1,0,1,279
34209832,253337612,1,"f","House","f","Renfrew-Collingwood","t","moderate",2,1,1,1,45
